REGION,DISTRICT NAME AND NUMBER,CUMULATIVE YEAR END ENROLLMENT,DISCIPLINE POPULATION,DISCIPLINE RECORD COUNT,STUDENTS EXPELLED,STUDENTS EXPELLED TO JJAEP,STUDENTS REMOVED TO A DAEP,STUDENTS SUSPENDED IN SCHOOL,DISCRETIONARY DAEP REMOVALS,DISCRETIONARY EXPULSIONS,DISCRETIONARY EXPULSIONS TO JJAEP,MANDATORY DAEP REMOVALS,MANDATORY EXPULSIONS,MANDATORY EXPULSIONS TO JJAEP,STUDENTS SUSPENDED OUT OF SCHOOL,DisciplinePopPct,DisciplineRecordCtPct,ExpelledPct,JJAEP_Pct,DAEP_Pct,ISS_Pct,Discr_DAEP_Pct,Discr_Expul_Pct,Discr_Expul_JJAEP_Pct,Mand_DAEP_Pct,Mand_Expul_Pct,Mand_Expul_JJAEP_Pct,Suspension_Pct,DisciplinePopPct_Rank,DisciplineRecordCtPct_Rank,ExpelledPct_Rank,JJAEP_Pct_Rank,DAEP_Pct_Rank,ISS_Pct_Rank,Discr_DAEP_Pct_Rank,Discr_Expul_Pct_Rank,Discr_Expul_JJAEP_Pct_Rank,Mand_DAEP_Pct_Rank,Mand_Expul_Pct_Rank,Mand_Expul_JJAEP_Pct_Rank,Suspension_Pct_Rank
1,BROWNSVILLE ISD 031901,48020.0,3754.0,8719.0,0.0,0.0,448.0,2933.0,213.0,0.0,0.0,192.0,0.0,0.0,1337.0,0.07817576009995834,0.18157017909204498,0.0,0.0,0.009329446064139942,0.06107871720116618,0.0044356518117451066,0.0,0.0,0.003998334027488546,0.0,0.0,0.027842565597667637,0.5058333333333334,0.45416666666666666,0.515,0.51125,0.2658333333333333,0.5166666666666667,0.16583333333333333,0.5079166666666667,0.5054166666666666,0.14416666666666667,0.5029166666666667,0.5020833333333333,0.2375
1,DONNA ISD 108902,16090.0,2343.0,8900.0,0.0,0.0,294.0,1906.0,73.0,0.0,0.0,195.0,0.0,0.0,1181.0,0.14561839651957736,0.5531385954008701,0.0,0.0,0.018272218769422,0.11845866998135487,0.004536979490366687,0.0,0.0,0.012119328775637041,0.0,0.0,0.07339962709757614,0.13,0.04666666666666667,0.515,0.51125,0.1125,0.185,0.16333333333333333,0.5079166666666667,0.5054166666666666,0.018333333333333333,0.5029166666666667,0.5020833333333333,0.0425
1,EDCOUCH-ELSA ISD 108903,5636.0,601.0,1814.0,0.0,0.0,100.0,518.0,56.0,0.0,0.0,20.0,0.0,0.0,202.0,0.10663591199432221,0.32185947480482613,0.0,0.0,0.017743080198722498,0.09190915542938254,0.0099361249112846,0.0,0.0,0.0035486160397444995,0.0,0.0,0.03584102200141945,0.33666666666666667,0.195,0.515,0.51125,0.11833333333333333,0.3433333333333333,0.08083333333333333,0.5079166666666667,0.5054166666666666,0.155,0.5029166666666667,0.5020833333333333,0.1725
1,EDINBURG CISD 108904,36662.0,4659.0,19496.0,0.0,0.0,628.0,3823.0,448.0,0.0,0.0,434.0,0.0,0.0,2069.0,0.12707981015765643,0.5317767715891113,0.0,0.0,0.017129452839452292,0.10427690797010529,0.012219737057443674,0.0,0.0,0.01183787027439856,0.0,0.0,0.05643445529431018,0.20583333333333334,0.0525,0.515,0.51125,0.1275,0.2658333333333333,0.06,0.5079166666666667,0.5054166666666666,0.019166666666666665,0.5029166666666667,0.5020833333333333,0.08416666666666667
1,EXCELLENCE IN LEADERSHIP ACADEMY 108809,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8795833333333334,0.8995833333333333,0.515,0.51125,0.6733333333333333,0.85875,0.615,0.5079166666666667,0.5054166666666666,0.5958333333333333,0.5029166666666667,0.5020833333333333,0.7441666666666666
1,GATEWAY ACADEMY CHARTER DISTRICT 240801,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8795833333333334,0.8995833333333333,0.515,0.51125,0.6733333333333333,0.85875,0.615,0.5079166666666667,0.5054166666666666,0.5958333333333333,0.5029166666666667,0.5020833333333333,0.7441666666666666
1,HARLINGEN CISD 031903,19881.0,1871.0,4673.0,0.0,0.0,419.0,1592.0,261.0,0.0,0.0,181.0,0.0,0.0,362.0,0.09410995422765454,0.23504853880589507,0.0,0.0,0.021075398621799708,0.08007645490669484,0.013128112267994568,0.0,0.0,0.009104169810371711,0.0,0.0,0.018208339620743422,0.41,0.3333333333333333,0.515,0.51125,0.08083333333333333,0.4125,0.056666666666666664,0.5079166666666667,0.5054166666666666,0.045,0.5029166666666667,0.5020833333333333,0.3425
1,HIDALGO ISD 108905,3436.0,284.0,643.0,0.0,0.0,56.0,257.0,35.0,0.0,0.0,25.0,0.0,0.0,79.0,0.08265424912689173,0.1871362048894063,0.0,0.0,0.01629802095459837,0.07479627473806752,0.01018626309662398,0.0,0.0,0.007275902211874272,0.0,0.0,0.0229918509895227,0.4791666666666667,0.4375,0.515,0.51125,0.14583333333333334,0.4483333333333333,0.07583333333333334,0.5079166666666667,0.5054166666666666,0.07583333333333334,0.5029166666666667,0.5020833333333333,0.2875
1,HORIZON MONTESSORI PUBLIC SCHOOLS 108802,1344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8795833333333334,0.8995833333333333,0.515,0.51125,0.6733333333333333,0.85875,0.615,0.5079166666666667,0.5054166666666666,0.5958333333333333,0.5029166666666667,0.5020833333333333,0.7441666666666666
1,IDEA PUBLIC SCHOOLS 108807,36769.0,503.0,765.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,0.013680002175745873,0.02080556990943458,0.0,0.0,0.0,0.005194593271505888,0.0,0.0,0.0,0.0,0.0,0.0,0.008811770785172292,0.75,0.7858333333333334,0.515,0.51125,0.6733333333333333,0.7141666666666666,0.615,0.5079166666666667,0.5054166666666666,0.5958333333333333,0.5029166666666667,0.5020833333333333,0.4483333333333333
